feature,mean_abs_shap_avg,mean_abs_shap_std,n_folds_in_topk
X642,0.0029170795460231602,0.0006863894892553346,0
X49,0.002900487757869996,0.002807980367284452,0
X556,0.0028894412389490753,0.0023060722810235653,0
X449,0.0028818174469051883,0.002844615742534669,0
X736,0.0028796446858905256,0.0013052966696912721,0
X473,0.002876368089346215,0.0024128184658880453,0
X578,0.0028590286383405328,0.000723322282443418,0
X567,0.002809141660691239,0.0014965166108811046,0
X479,0.0027837755078508053,0.0027423163565941243,0
X565,0.002771697851130739,0.0012399711508353133,0
X575,0.002754569664830342,0.0007890252097743963,0
X452,0.002754536864813417,0.0006737491983954935,0
X458,0.0027509585743246134,0.0033956281219309553,0
X303,0.0027263671800028533,0.0022458707538617183,0
X124,0.00269100273726508,0.0019366789632398265,0
X46,0.002679521552636288,0.001496878306631686,0
X748,0.002676423959201202,0.0029067041838700845,0
X122,0.002637356885315967,0.0033616436877816824,0
X374,0.002565114446042571,0.0017150919358427765,0
X411,0.0025477370800217614,0.003946286052714037,0
X242,0.0025170622393488884,0.0010463616560285015,0
X286,0.0025074783334275708,0.0015771497674988521,0
X764,0.0025039984902832657,0.001542526964867092,0
X115,0.0025022616318892688,0.0023094947172085504,0
X69,0.0024641809868626297,0.0016169730218739678,0
X276,0.0023951221664901823,0.0007174051084753337,0
X189,0.002387559819908347,0.002801723651610343,0
X48,0.00234428423573263,0.001676464007534248,0
X675,0.002292061981279403,0.0019489882679379507,0
X562,0.0022736435348633677,0.0007056952118220853,0
X211,0.0022579341602977365,0.0019296229215487524,0
X601,0.002232636859844206,0.0019693986126250247,0
X732,0.0022064451914047822,0.0012762140859324783,0
X187,0.0021947449567960575,0.0022752907377989874,0
X628,0.002190105093177408,0.001096114997295783,0
X274,0.00218755156674888,0.0015417053907132207,0
X68,0.0021637098398059607,0.0005944043615545157,0
X534,0.0020930211376253283,0.0030088030514763145,0
X553,0.0020915251807309687,0.0007627657157382741,0
X535,0.0020913038752041757,0.0011287744258795787,0
X193,0.002084837493384839,0.002000081104727328,0
X321,0.0020827414700761437,0.002712431117348195,0
X457,0.0020646307239076123,0.001831403249130447,0
X102,0.0020427675062819617,0.002042605527412009,0
X478,0.00204053637207835,0.0024138480979908057,0
X29,0.0020311042317189276,0.0008181032829875365,0
X120,0.002018557963310741,0.0011058373089934393,0
X699,0.001994541089516133,0.0023526907185269313,0
X192,0.001989629352465272,0.0017339515317922917,0
X278,0.0019795207190327346,0.001114721631640789,0
X557,0.0019574881007429212,0.0005856639676219662,0
X221,0.0019320870942465262,0.002313787328760209,0
X480,0.0019178509537596256,0.0017458643544808418,0
X408,0.0018955608538817614,0.0007616641108047457,0
X572,0.001885737045085989,0.0013239210388157376,0
X709,0.0018837834722944535,0.0021140822059973283,0
X560,0.0018824627622961998,0.000995703558527857,0
X456,0.0018593382847029716,0.0017921491016002341,0
X657,0.0018582768097985536,0.0006512819214492938,0
X648,0.0018479219288565218,0.001044496655333914,0
X53,0.001847680177888833,0.002296425150358102,0
X157,0.0018367148441029713,0.001147647512863028,0
X770,0.0018258120398968458,0.0012960812933568036,0
X158,0.001819383520341944,0.0020819101271719598,0
X289,0.0018174056749558076,0.0006558330480492524,0
X261,0.0018000040436163545,0.0014239081362317292,0
X676,0.0017965431011361943,0.0010279766072930126,0
X330,0.0017963764257729053,0.0012000114622296512,0
X418,0.0017723544442560524,0.0006911013781614791,0
X704,0.0017592508702364285,0.001924627272520096,0
X212,0.001757514674864069,0.0012459679667312631,0
X568,0.001713631208986044,0.0010868472798128547,0
X749,0.0016688852338120341,0.000813804090023358,0
X50,0.0016338243731297553,0.00026622495530408266,0
X41,0.0016305664321407676,0.0006832796761527636,0
X364,0.0016223345883190632,0.0004479069554932128,0
X324,0.0015953944384818897,0.00043785759732807317,0
X555,0.001583617166033946,0.000839175327485907,0
X153,0.0015828629343559442,0.0016621923630349474,0
X155,0.001554461443447508,0.0006532422114263091,0
X599,0.0015398952964460477,0.0008863173122372129,0
X432,0.00153600762860151,0.0012886438213937988,0
X437,0.001533441973151639,0.0018369358677989707,0
X552,0.001529785236925818,0.0011002707927438913,0
X603,0.001515705542260548,0.0014402037344602668,0
X55,0.0015096182960405713,0.001928104960722482,0
X30,0.0014980263222241774,0.0009510747107202334,0
X113,0.0014885534837958403,0.00126365807205628,0
X541,0.0014778417330489901,0.0014831966245026818,0
X118,0.0014752782954019494,0.0007573346039378047,0
X161,0.0014689980744151399,0.000441313968619537,0
X621,0.0014495700706902426,0.0013843652113980068,0
X627,0.0014374395104823634,0.0014311353085490568,0
X671,0.0014070301367610227,0.001153293409967537,0
X56,0.001404153743351344,0.0009624109780479429,0
X171,0.0014031685659574578,0.0009855003081994758,0
X280,0.0013982765667606145,0.0007282915918094112,0
X319,0.001395334995322628,0.0011828866382056808,0
X146,0.0013920373021392152,0.0006575608766278997,0
X199,0.0013876559337404615,0.001362421468883476,0
X679,0.0013622278929688036,0.0008740704937792414,0
X644,0.001345852618214849,0.001198136973310762,0
X71,0.0013271227453515166,0.0018602447200834237,0
X54,0.0013232994242571294,0.0013233353813257743,0
X235,0.0013111511943861842,0.0008570489029223231,0
X404,0.001298265102377627,0.0009312051529346691,0
X369,0.0012978550512343645,0.000817722868184622,0
X698,0.0012733360199490562,0.0003924874943313853,0
X362,0.0012679466744884849,0.0003009109204818365,0
X156,0.0012674363533733413,0.0008095027271540729,0
X228,0.0012655046302825212,0.0007985534784526373,0
X320,0.001255163675523363,0.000692347629918353,0
X596,0.0012517484574345872,0.0013920260878009913,0
X401,0.0012407123867888004,0.0009820565147723999,0
X222,0.0012288699672353687,0.0007266164733704451,0
X262,0.0012272199217022717,0.0010224704646370473,0
X532,0.0012256653644726612,0.0009521936172930186,0
X771,0.0012229467647557613,0.0006630452255587558,0
X435,0.001206534965604078,0.0007366886634740864,0
X204,0.0011989285121671855,0.0007549569016330464,0
X523,0.0011936347109440248,0.0014862604369376524,0
X225,0.0011917250740225427,0.0004786101062012047,0
X412,0.0011848645808640867,0.0007736130524688777,0
X203,0.001171896503365133,0.0010404557543884914,0
X114,0.0011701865205395734,0.0010314072505514043,0
X52,0.0011645824670267757,0.000871282647253364,0
X643,0.0011621678386291023,0.000965016890937825,0
X548,0.001161659345143562,0.0008813557749120546,0
X726,0.0011576454380701762,0.0006734106889635079,0
X315,0.001154220114585769,0.001560474052069205,0
X691,0.001139658989814052,0.0017081881176891063,0
X620,0.0011264098538958933,0.0007958201140991958,0
X462,0.0011119255505036563,0.0002593673536415734,0
X238,0.0011017346405424178,0.0010815699121824634,0
X275,0.001085865354980342,0.000764960515597773,0
X98,0.0010784336118376814,0.0016819403384118936,0
X653,0.0010649377272784477,0.001262852509757743,0
X537,0.0010539845261519076,0.0015079561286936254,0
X727,0.001044033830112312,0.0009270146356024059,0
X309,0.0010414400712761562,0.0010115859171427367,0
X243,0.0010299667483195662,0.0011125735760273753,0
X626,0.0010056639148388058,0.0009426550312161642,0
X441,0.0009911200177157298,0.0006059804688182605,0
X365,0.0009879256103886291,0.0008058221695655482,0
X224,0.000974400551058352,0.000433566199857847,0
X159,0.000959066623408944,0.0010606381213560617,0
X282,0.0009577542477927636,0.0007360251083370391,0
X233,0.0009548483258186025,0.00132943440402756,0
X232,0.0009533113043289632,0.0007292284997481253,0
X718,0.0009522190157440491,0.0016149645259147711,0
X521,0.0009508949260634836,0.0011855770516316548,0
X81,0.0009480474800511729,0.000845936961120865,0
X636,0.0009464666345593287,0.001573958579849836,0
X170,0.0009437040744160186,0.0009506048467234295,0
X195,0.0009434228850295767,0.0005903124515346025,0
X460,0.0009368877945234999,0.0014163637310085294,0
X73,0.000933709045057185,0.0006518505711219541,0
X493,0.0009305185201355926,0.0013931266514367842,0
X339,0.0009282829705625772,0.0011770839472947383,0
X51,0.0009266549277526792,0.0009346506023780737,0
X434,0.0009036288392962888,0.0006122849494998981,0
X215,0.0008885950555850286,0.0005694525782504039,0
X471,0.0008536858949810266,0.0010959511175472234,0
X247,0.0008476524726575008,0.0010220482321693972,0
X546,0.0008384827542613493,0.000533134665488414,0
X239,0.0008223713666666299,0.0008838076535121418,0
X116,0.0008174419508577557,0.0012678877919461624,0
X431,0.0008019881210543645,0.0013457291371868918,0
X223,0.000789748017268721,0.0006712096839873595,0
X539,0.0007894375357864192,0.0010972640345988413,0
X641,0.0007807246292941272,0.0007807743095336731,0
X176,0.0007741285908196005,0.0013059008840833168,0
X529,0.0007639465429747361,0.0011501490724546797,0
X201,0.0007629029014424304,0.0005680887133129397,0
X533,0.0007423870983984671,0.00044572942287654326,0
X483,0.0007224975270219147,0.0008324422040259457,0
X18,0.000719742791261524,0.0012466310828464005,0
X151,0.0007181421387940645,0.0006518262759519875,0
X117,0.0007045590318739414,0.0012203320401372067,0
X152,0.000697525605573901,0.0009350601540455107,0
X190,0.0006924560875631869,0.0005993006321975856,0
X220,0.0006863567978143692,0.0007791762714676842,0
X695,0.0006848950069979765,0.0006460363402491104,0
X538,0.000682775083987508,0.0007066274137200032,0
X34,0.0006816463883296819,0.0005394007848420853,0
X281,0.0006580730787391076,0.0006957311634238386,0
X763,0.000633898816886358,0.0008124694144343725,0
X313,0.0006322371873466182,0.0010360109075938327,0
X747,0.0006207353435456753,0.0010751451530748312,0
X76,0.0006198127593961544,0.0003257145528191383,0
X649,0.0006193602866915171,0.0006884342903055893,0
X670,0.0005987234180793166,0.0005143884283913998,0
X123,0.0005976402208034415,0.0005857833385896532,0
X200,0.000595142748352373,0.000983002929704379,0
X354,0.0005940526752965525,0.0004432279821581932,0
X59,0.0005935602093813941,0.00042203753768554566,0
X360,0.0005898418894503266,0.00035205953419667295,0
X545,0.0005882427221877151,0.0005425433420941192,0
X389,0.0005817586788907647,0.0010076355895829521,0
X440,0.0005808376427012263,0.0004774462474895192,0
X477,0.00057085233493126,0.0007361598211113972,0
X399,0.0005695055187970866,0.0009232131650391082,0
X530,0.000561425113119185,0.0005756975149106279,0
X70,0.0005593045889327186,0.000832657743436081,0
X9,0.0005575002869591117,0.0005610843366666764,0
X227,0.0005506399415935448,0.0008523029332070179,0
X719,0.000546586077689426,0.000502493171317079,0
X72,0.0005390613750932971,0.0006447484886867544,0
X728,0.0005384707073972095,0.0002202443973515248,0
X240,0.0005371117440517992,0.0007555947833248989,0
X403,0.0005366752957343124,0.0002292891008885819,0
X544,0.0005328235565684736,0.000922877471446146,0
X737,0.0005285874467517715,0.0002587863147822635,0
X140,0.0005230864771874622,0.0006791030035166404,0
X185,0.0005183875327929854,0.000713349623262041,0
X625,0.0005153038969183399,0.0007884944021713995,0
X13,0.0005089630285510793,0.0006433217496536404,0
X543,0.0005083971118438058,0.0004482864479965574,0
X509,0.0004997880023438483,0.0007052148632590442,0
X406,0.0004920133360428736,0.00036364397525863446,0
X186,0.0004907383936370024,0.0007846705921349044,0
X701,0.0004797431856786716,0.0007406095397579335,0
X129,0.00046929952077334747,0.00045379646587413806,0
X79,0.00045553244854090735,0.0002951834709567377,0
X393,0.0004552431346382946,0.0007885042389904453,0
X165,0.00045225485700939316,0.0005931350285852676,0
X705,0.0004513652020250447,0.00038959924655572334,0
X554,0.00045129505451768637,0.000379680343255106,0
X744,0.0004484849641812616,0.00076300081426579,0
X551,0.00044587345746549545,0.0004998687953773278,0
X448,0.0004448314575711265,0.0003027559952169409,0
X106,0.0004438407668203581,0.0006464797628967576,0
X470,0.00044235542736714706,0.0005988001165767674,0
X263,0.0004416331030370202,0.0006867836691929791,0
X387,0.00043624730460578576,0.0006047823034196795,0
X14,0.0004341130224929657,0.0004941704684215516,0
X323,0.00042780628791661,0.0004572725702896602,0
X402,0.00042269015102647245,0.00029106771371005167,0
X433,0.0004200027178740129,0.00041869314295764213,0
X208,0.0004136097886657808,0.0006384884085546931,0
X497,0.0004111649905098602,0.0003370193433577525,0
X743,0.00040139865632227156,0.00021973703310474284,0
X328,0.00039663471397943795,0.0006869914766579362,0
X194,0.0003901152256275964,0.0003063955081566659,0
X74,0.00038647372275590897,0.0006693921236035225,0
X597,0.00038596261219936423,0.00041430704496617807,0
X486,0.0003694128184861256,0.00037328233888522756,0
X150,0.000368988054106012,0.00018239923520470323,0
X363,0.0003682106325868517,0.0006377595235275037,0
X455,0.00036358677334646927,0.0004292294915108278,0
X598,0.00035729776573134586,0.00034415613962563763,0
X154,0.00035723512519325595,0.0003010628465486267,0
X352,0.0003556067204044666,0.0005402569808573593,0
X15,0.0003513178598950617,0.0003593250283120149,0
X733,0.00035068901343038306,0.0003301220007519203,0
X16,0.0003486726127448492,0.0005001039437145417,0
X595,0.00034776963002514094,0.0004270318780374029,0
X677,0.0003469236185082991,0.000427519169241362,0
X256,0.0003378649016667623,0.0005156863621818598,0
X504,0.000332247102051042,0.0003843249748668948,0
X639,0.00032500021370651666,0.0001432070699011053,0
X390,0.00031855658744461834,0.0005517561945398369,0
X484,0.0003184494125889614,0.0003185123784385771,0
X487,0.0003174476405547466,0.00010149443994906875,0
X459,0.00030873457581037655,0.0003781483971788883,0
X536,0.0003063938165723812,0.0003217687178424719,0
X624,0.0003046928941330407,0.0004629493214833665,0
X317,0.0002955878214834229,0.0003019694870906048,0
X634,0.00029446842745528556,0.00026102541856270686,0
X314,0.00029191880094003864,0.00023183413563873092,0
X423,0.0002881038235500455,0.0004990104602435377,0
X108,0.00028456617474148516,0.00020878952322553549,0
X353,0.0002844579862539831,0.0002795562706407692,0
X210,0.00028188091891934164,0.0001972840572070967,0
X469,0.0002778673588181846,0.0004226179526400534,0
X75,0.00027597721782512963,0.00047800656300462773,0
X527,0.0002739608025876805,0.0002815835706848564,0
