feature,pearson,abs_pearson,kept
X404,0.010157423774981545,0.010157423774981545,True
X347,-0.010129780324624194,0.010129780324624194,True
X172,0.01005542778091382,0.01005542778091382,True
X322,0.009955858743784117,0.009955858743784117,True
X332,-0.009786677598002126,0.009786677598002126,True
X745,0.009749351746406879,0.009749351746406879,True
X599,0.009669087977286045,0.009669087977286045,True
X743,-0.009612250553210714,0.009612250553210714,True
X107,-0.00960973952734643,0.00960973952734643,True
X746,-0.009547633684272295,0.009547633684272295,True
X482,0.009521630646773855,0.009521630646773855,True
X643,0.009495088430341938,0.009495088430341938,True
X638,0.009474777146495651,0.009474777146495651,True
X616,-0.009458029602785037,0.009458029602785037,True
X320,-0.00945180496572861,0.00945180496572861,True
X489,0.00941662635770688,0.00941662635770688,True
X448,0.009390691765553665,0.009390691765553665,True
X604,-0.009352695882308004,0.009352695882308004,True
X405,0.009330155478129156,0.009330155478129156,True
X321,0.009330155478129156,0.009330155478129156,True
X363,0.009330155478129156,0.009330155478129156,True
X305,-0.009297016392427505,0.009297016392427505,True
X548,0.00927011836114217,0.00927011836114217,True
X585,0.009207989846039275,0.009207989846039275,True
X108,0.009184574317562325,0.009184574317562325,True
X717,0.009123554853996088,0.009123554853996088,True
X66,0.009071569962213302,0.009071569962213302,True
X344,-0.00906052432773125,0.00906052432773125,True
X410,0.008990751314824314,0.008990751314824314,True
X386,0.008929959711162118,0.008929959711162118,True
X635,0.008898211574458692,0.008898211574458692,True
X547,-0.00885958122978977,0.00885958122978977,True
X402,-0.008835937763928589,0.008835937763928589,True
X96,-0.008760782094618336,0.008760782094618336,True
X323,-0.008713435572159386,0.008713435572159386,True
X696,-0.008688548285219325,0.008688548285219325,True
X248,-0.008636671300404334,0.008636671300404334,True
X556,-0.008629670490982655,0.008629670490982655,True
X84,-0.008592531060181097,0.008592531060181097,True
X392,0.008577236573241703,0.008577236573241703,True
X699,0.008543340852980075,0.008543340852980075,True
X441,0.008536765999928763,0.008536765999928763,True
X540,0.008510096435177604,0.008510096435177604,True
X541,-0.008415356263040763,0.008415356263040763,True
X583,0.00839069574116326,0.00839069574116326,True
X554,0.008378060339288427,0.008378060339288427,True
X192,-0.008303535617124118,0.008303535617124118,True
X415,0.00828655934995194,0.00828655934995194,True
X683,0.008273349867152821,0.008273349867152821,True
X642,0.008226500978616241,0.008226500978616241,True
X734,0.008220552349951135,0.008220552349951135,True
X365,-0.008200472535914665,0.008200472535914665,True
X536,0.008193322544210789,0.008193322544210789,True
X118,0.008184922285575744,0.008184922285575744,True
X254,-0.008175417843159677,0.008175417843159677,True
X564,0.008128072705627471,0.008128072705627471,True
X513,0.008087082842869549,0.008087082842869549,True
X164,0.0080462721878599,0.0080462721878599,True
X122,0.0080462721878599,0.0080462721878599,True
X80,0.0080462721878599,0.0080462721878599,True
X716,0.008004647197871723,0.008004647197871723,True
X166,0.007974948592208623,0.007974948592208623,True
X206,-0.007941603219261194,0.007941603219261194,True
X494,0.007936834172692387,0.007936834172692387,True
X567,0.007927005387210686,0.007927005387210686,True
X535,-0.007925881878936851,0.007925881878936851,True
X255,-0.00789124786765732,0.00789124786765732,True
X338,-0.007851356608255526,0.007851356608255526,True
X199,-0.007818777335214749,0.007818777335214749,True
X249,0.007816114538147704,0.007816114538147704,True
X634,0.0077903631511338405,0.0077903631511338405,True
X552,0.007714053747511199,0.007714053747511199,True
X542,0.007692122980069804,0.007692122980069804,True
X469,0.007683807545462071,0.007683807545462071,True
X622,0.007627071339779009,0.007627071339779009,True
X617,-0.007621102775061346,0.007621102775061346,True
X135,0.00760930373320291,0.00760930373320291,True
X148,0.007607116735484345,0.007607116735484345,True
X58,0.007577905375351199,0.007577905375351199,True
X154,0.007572811621441383,0.007572811621441383,True
X749,0.007517199673663695,0.007517199673663695,True
X348,-0.0074992860826934215,0.0074992860826934215,True
X596,0.007445360568999105,0.007445360568999105,True
X509,0.007439243278456762,0.007439243278456762,True
X678,0.007425983113848329,0.007425983113848329,True
X477,0.007376206305816531,0.007376206305816531,True
X314,-0.007370433985391804,0.007370433985391804,True
X650,-0.007336284759438338,0.007336284759438338,True
X649,-0.007255070282391289,0.007255070282391289,True
X227,-0.007226627905335075,0.007226627905335075,True
X601,-0.007211331160899934,0.007211331160899934,True
X258,0.007194744216359877,0.007194744216359877,True
X654,-0.007179884766821972,0.007179884766821972,True
X640,-0.007173042674524541,0.007173042674524541,True
X695,0.007151900601525194,0.007151900601525194,True
X455,0.007056542688066746,0.007056542688066746,True
X447,0.006924987129388028,0.006924987129388028,True
X487,0.006895615823871853,0.006895615823871853,True
X515,0.00689163034373882,0.00689163034373882,True
X177,0.006842517655973157,0.006842517655973157,True
X565,-0.0068368867897419545,0.0068368867897419545,True
X260,0.006810991157748669,0.006810991157748669,True
X253,-0.006788892087704652,0.006788892087704652,True
X510,0.006663911783904935,0.006663911783904935,True
X160,0.006645271655911541,0.006645271655911541,True
X594,0.006573383878858092,0.006573383878858092,True
X573,0.006572896489306469,0.006572896489306469,True
X4,0.006542396158987575,0.006542396158987575,True
X698,0.006529715001026082,0.006529715001026082,True
X672,0.006525083067519589,0.006525083067519589,True
X114,0.0064929566253839,0.0064929566253839,True
X720,0.006433734803889641,0.006433734803889641,True
X149,-0.006417454039805157,0.006417454039805157,True
X633,0.006398271797720324,0.006398271797720324,True
X637,0.006241794172716779,0.006241794172716779,True
X112,0.006185207326961497,0.006185207326961497,True
X589,0.00618153920437399,0.00618153920437399,True
X381,-0.006045301202924421,0.006045301202924421,True
X339,-0.006045301202924421,0.006045301202924421,True
X423,-0.006045301202924421,0.006045301202924421,True
X229,0.006013995244385642,0.006013995244385642,True
X1,-0.006009511384240287,0.006009511384240287,True
X550,-0.006006235896425658,0.006006235896425658,True
X524,0.006004524162501296,0.006004524162501296,True
X538,-0.005988101822157156,0.005988101822157156,True
X519,0.005960441231233947,0.005960441231233947,True
X461,-0.005941839017691445,0.005941839017691445,True
X106,0.005899396526412579,0.005899396526412579,True
X409,0.005875439060370346,0.005875439060370346,True
X194,0.005826150642458792,0.005826150642458792,True
X213,-0.0058244400534203334,0.0058244400534203334,True
X631,0.005822143104149764,0.005822143104149764,True
X559,-0.005815637212799082,0.005815637212799082,True
X676,-0.005747404937992515,0.005747404937992515,True
X528,0.0056657418726878,0.0056657418726878,True
X530,0.005657145183218184,0.005657145183218184,True
X694,0.005533858371649546,0.005533858371649546,True
X201,0.00549686079479967,0.00549686079479967,True
X92,-0.005490029541473039,0.005490029541473039,True
X176,-0.005490029541473039,0.005490029541473039,True
X134,-0.005490029541473039,0.005490029541473039,True
X621,0.005400711411415051,0.005400711411415051,True
X259,0.0053586560572754455,0.0053586560572754455,True
X308,-0.005340267567052289,0.005340267567052289,True
X544,-0.005338483739934966,0.005338483739934966,True
X440,0.005328501149943619,0.005328501149943619,True
X523,-0.00532710139483727,0.00532710139483727,True
