feature,mean_abs_shap
X130,0.0030589986
X749,0.0030322925
X575,0.0030308836
X569,0.0029668272
X279,0.0029371416
X567,0.0029135444
X197,0.0028809158
X652,0.0028796052
X160,0.002867292
X555,0.0028580348
X409,0.0028521053
X216,0.0027867085
X301,0.002773049
X43,0.0027567148
X168,0.0027537672
X562,0.0027530785
X642,0.0027498181
X471,0.0027056874
X286,0.0026970496
X159,0.00269259
X335,0.002688225
X404,0.0026776695
X679,0.002665903
X539,0.0026598894
X77,0.0025948517
X609,0.0025394692
X118,0.002535504
X247,0.002532515
X747,0.0024829414
X580,0.0024781853
X684,0.0024584057
X498,0.0024350833
X676,0.0024192545
X47,0.002403833
X68,0.0023645042
X364,0.0023443836
X30,0.0023265202
X296,0.0022918687
X449,0.002217285
X399,0.002166616
X365,0.002154574
X171,0.0021511603
X361,0.002140089
X568,0.0021294067
X275,0.0021290022
X161,0.0021139176
X81,0.0021032474
X239,0.0021026102
X204,0.0020906266
X324,0.0020779823
X578,0.002076964
X276,0.0020521726
X320,0.0020467998
X289,0.0020431455
X771,0.002042165
X25,0.0020401545
X374,0.0020242883
X70,0.0019959775
X369,0.0019730655
X626,0.0019723338
X220,0.0018943073
X547,0.0018941094
X560,0.0018891138
X50,0.0018769779
X640,0.0018538728
X538,0.0018531432
X240,0.0018258011
X281,0.0018119031
X408,0.0018113158
X242,0.0017904736
X23,0.0017894672
X222,0.0017828532
X557,0.0017781978
X744,0.0017699321
X436,0.0017694542
X701,0.0017602328
X478,0.001754611
X509,0.0017031952
X195,0.0016718598
X151,0.0016649717
X72,0.0016227873
X170,0.0016130027
X648,0.0015871518
X270,0.0015829551
X377,0.0015820016
X215,0.0015697851
X56,0.0015552365
X36,0.0015534927
X641,0.0015489933
X336,0.0015132107
X293,0.001511887
X602,0.0014916128
X760,0.0014707627
X113,0.0014640532
X366,0.0014447813
X600,0.0014344687
X32,0.0014283068
X655,0.0014255752
X770,0.0014164576
X462,0.0014073218
X765,0.0014041953
X563,0.0013998507
X190,0.0013949831
X232,0.0013890628
X726,0.0013883804
X225,0.0013513244
X456,0.0013351463
X29,0.0013151
X51,0.0013110233
X146,0.0012924332
X41,0.0012789821
X629,0.001272834
X543,0.0012720897
X330,0.0012299422
X78,0.0012236689
X533,0.0012065615
X16,0.0012043588
X282,0.0011975672
X224,0.0011919667
X235,0.0011625898
X423,0.0011524153
X437,0.0011314298
X620,0.001125255
X334,0.0011107344
X73,0.0011076191
X736,0.0011072934
X624,0.0011052497
X75,0.0011039089
X362,0.0010986116
X554,0.001076904
X155,0.0010715851
X595,0.00106173
X125,0.0010530351
X599,0.0010425088
X548,0.0010381278
X653,0.0010292848
X440,0.0010069914
X469,0.0010060583
X596,0.0009940289
X693,0.0009837053
X187,0.00096572906
X34,0.0009547532
X719,0.0009436748
X530,0.0009426866
X27,0.0009398941
X459,0.0009262706
X598,0.0009260744
X49,0.0009255794
X360,0.0009210067
X292,0.0009043445
X76,0.0008999116
X149,0.00088452164
X657,0.00087444484
X572,0.0008505515
X451,0.00084069895
X194,0.00082584843
X79,0.0008255365
X401,0.0008251782
X536,0.00081434817
X650,0.0007890285
X53,0.00078085053
X418,0.00077783596
X203,0.00077112764
X552,0.000746136
X698,0.0007301445
X371,0.0007113808
X670,0.0007032985
X696,0.0006941778
X672,0.0006880254
X354,0.0006649901
X403,0.0006523815
X314,0.00064315065
X486,0.00064099097
X108,0.0006336648
X674,0.00062997005
X156,0.00062444265
X278,0.0006076022
X368,0.00060501875
X692,0.0005999113
X52,0.0005981665
X280,0.000596228
X59,0.00058835465
X441,0.00057554693
X532,0.0005498855
X515,0.0005298544
X635,0.0005254648
X697,0.00052179565
X545,0.00052177487
X709,0.0005115688
X15,0.0005054483
X649,0.0005054014
X468,0.000504132
X432,0.00050347304
X732,0.00049981085
X209,0.0004944393
X514,0.0004762001
X743,0.00046735685
X1,0.0004652808
X634,0.00045413678
X28,0.00045281448
X487,0.0004397605
X71,0.00043958283
X632,0.00043910422
X210,0.00043473687
X691,0.00043370877
X703,0.0004263611
X315,0.00040361664
X477,0.00040349533
X504,0.00039129995
X435,0.00037279117
X246,0.0003534026
X639,0.00034631378
X494,0.00034446354
X353,0.0003429298
X448,0.0003362851
X503,0.00033488913
X98,0.000331543
X727,0.00032707796
X623,0.00032700776
X705,0.00032575065
X643,0.00031791747
X267,0.00030448398
X398,0.00029267516
X406,0.00028675632
X387,0.0002801266
X433,0.00027850838
X470,0.0002755226
X207,0.00026750172
X356,0.0002571207
X593,0.0002569124
X496,0.00023787832
X183,0.00022144371
X258,0.00021907991
X107,0.00021900552
X223,0.00021606777
X638,0.00021149404
X3,0.00019872733
X671,0.00019541239
X755,0.00019182038
X185,0.00019117577
X723,0.00019088008
X150,0.00018618528
X309,0.00018067034
X728,0.00017935534
X358,0.00017854101
X737,0.00017022337
X129,0.0001583496
X551,0.00015395306
X645,0.00015033217
X510,0.00014833087
X396,0.00014581285
X497,0.00014246309
X111,0.00014149288
X322,0.00013786799
X12,0.00013613167
X319,0.00013600841
X109,0.0001336958
X112,0.0001327395
X256,0.0001247675
X733,0.00012359992
X704,0.00011958579
X193,0.000117046184
X186,0.00011558561
X447,0.00011174292
X412,0.00011054985
X526,0.000106543936
X546,0.000105755
X541,0.000104445884
X153,0.00010141517
X114,9.201542e-05
X323,8.961407e-05
X594,8.861565e-05
X102,8.2397026e-05
X349,7.7984994e-05
X196,7.7314755e-05
X265,7.683687e-05
X700,7.5952215e-05
X431,7.438271e-05
X673,7.2193485e-05
X492,7.0890565e-05
X528,6.510174e-05
X318,6.4124906e-05
X529,6.155793e-05
X176,6.0909177e-05
X476,5.9618098e-05
X523,5.945911e-05
X212,5.9440314e-05
X154,5.908055e-05
X516,5.57128e-05
X206,5.357514e-05
X312,4.394034e-05
X513,4.0183324e-05
X397,4.017239e-05
X502,3.8670205e-05
X199,3.8335354e-05
X60,3.7802816e-05
X725,3.595951e-05
X123,3.488676e-05
X142,3.148799e-05
X10,3.139424e-05
X201,3.0820705e-05
X665,3.055641e-05
X524,3.0079316e-05
X746,2.756493e-05
X461,2.6850987e-05
X227,2.6743755e-05
X633,2.6567754e-05
X65,2.5004696e-05
X145,2.286483e-05
X304,2.121475e-05
X245,2.1153834e-05
X148,2.0804897e-05
X677,1.856781e-05
X250,1.6810438e-05
X446,1.6544363e-05
X61,1.6395881e-05
X439,1.4671026e-05
X231,1.3874627e-05
X644,1.2931105e-05
X531,1.0563722e-05
X317,8.233527e-06
X347,8.139895e-06
X249,8.020164e-06
X262,7.9111405e-06
X105,7.902814e-06
X391,7.650706e-06
X355,5.5417363e-06
X394,4.503271e-06
X9,0.0
X687,0.0
X669,0.0
X484,0.0
X103,0.0
X485,0.0
X718,0.0
X7,0.0
X266,0.0
X306,0.0
X238,0.0
X117,0.0
X189,0.0
X518,0.0
X208,0.0
X241,0.0
X511,0.0
X481,0.0
X520,0.0
X488,0.0
X8,0.0
X100,0.0
X597,0.0
X389,0.0
X395,0.0
X690,0.0
X200,0.0
X512,0.0
X390,0.0
X688,0.0
X5,0.0
X453,0.0
X251,0.0
X686,0.0
X375,0.0
X101,0.0
X237,0.0
X67,0.0
X244,0.0
X254,0.0
X80,0.0
X666,0.0
X255,0.0
X542,0.0
X622,0.0
X58,0.0
X348,0.0
X695,0.0
X455,0.0
X716,0.0
X253,0.0
X4,0.0
X720,0.0
X637,0.0
X352,0.0
X202,0.0
X495,0.0
X346,0.0
X310,0.0
X615,0.0
X62,0.0
X104,0.0
X664,0.0
X263,0.0
X521,0.0
X260,0.0
X351,0.0
X393,0.0
X45,0.0
X363,0.0
X305,0.0
X717,0.0
X66,0.0
X402,0.0
X248,0.0
X392,0.0
X192,0.0
X116,0.0
X74,0.0
X527,0.0
X490,0.0
X661,0.0
X460,0.0
X658,0.0
X328,0.0
X715,0.0
X257,0.0
X668,0.0
X359,0.0
X714,0.0
X522,0.0
X660,0.0
X236,0.0
X54,0.0
X434,0.0
X625,0.0
X307,0.0
X483,0.0
X184,0.0
X339,0.0
X519,0.0
X229,0.0
X213,0.0
X631,0.0
X694,0.0
X106,0.0
X621,0.0
X259,0.0
X308,0.0
X544,0.0
X147,0.0
X313,0.0
X273,0.0
X134,0.0
X667,0.0
X165,0.0
X11,0.0
X14,0.0
X662,0.0
X400,0.0
X243,0.0
X57,0.0
X763,0.0
X64,0.0
X311,0.0
X140,0.0
X745,0.0
X482,0.0
X489,0.0
X141,0.0
X663,0.0
X63,0.0
X99,0.0
X430,0.0
X729,0.0
X454,0.0
X252,0.0
X630,0.0
X724,0.0
X234,0.0
X13,0.0
X2,0.0
X388,0.0
X316,0.0
X659,0.0
X721,0.0
X144,0.0
X491,0.0
X230,0.0
X152,0.0
X110,0.0
X350,0.0
X525,0.0
X517,0.0
X689,0.0
X228,0.0
X474,0.0
X467,0.0
X6,0.0
X18,0.0
X26,0.0
X128,0.0
