feature,mean_abs_shap
X432,0.0019798104
X441,0.0019755333
X219,0.0019677589
X575,0.0019403364
X657,0.0019264801
X626,0.0019217721
X289,0.0019102688
X480,0.0019081578
X222,0.0018986779
X703,0.0018563914
X438,0.001855884
X36,0.0018493903
X186,0.001847368
X698,0.0018225806
X477,0.0018178431
X115,0.0018097451
X589,0.0018046566
X223,0.0017833707
X386,0.001778749
X649,0.001774158
X435,0.0017713298
X643,0.0017562669
X48,0.0017510663
X268,0.0017410179
X732,0.0017098767
X114,0.0016999808
X158,0.0016992213
X576,0.0016907373
X556,0.0016661682
X712,0.001661857
X85,0.0016582655
X118,0.0016564671
X555,0.0016507199
X263,0.0016270834
X404,0.0016126168
X264,0.0015966519
X13,0.0015743782
X412,0.0015645716
X106,0.0015524243
X74,0.0015458949
X599,0.0015335323
X324,0.0015195963
X457,0.0015167221
X557,0.0014980594
X363,0.0014728425
X165,0.0014697073
X470,0.0014629033
X382,0.0014358322
X201,0.0014008353
X50,0.001385816
X417,0.0013496543
X303,0.0013352875
X362,0.0013317832
X295,0.0013223186
X217,0.0013205789
X695,0.0013202628
X553,0.0013113586
X319,0.0013052264
X408,0.0013035326
X215,0.0012979256
X603,0.00129549
X352,0.0012898823
X14,0.0012695944
X709,0.0012639416
X706,0.001244238
X734,0.0012380297
X354,0.0012370868
X451,0.0012313909
X323,0.0012124073
X507,0.001209141
X704,0.0011949193
X59,0.0011936603
X129,0.0011775425
X157,0.0011745596
X535,0.0011742223
X566,0.0011741716
X29,0.0011671473
X226,0.0011560546
X364,0.0011477545
X440,0.0011056777
X562,0.0011006225
X450,0.0010832694
X366,0.0010778699
X212,0.0010730263
X546,0.0010721068
X741,0.001071797
X133,0.0010628301
X294,0.0010461515
X224,0.0010442414
X749,0.0010327365
X9,0.0010254566
X211,0.0010035002
X321,0.00097016117
X524,0.0009682837
X713,0.0009588737
X87,0.0009458884
X103,0.00094580255
X731,0.0009254924
X628,0.0009220503
X675,0.00090893987
X681,0.0009062213
X213,0.0009049407
X622,0.00090240414
X161,0.0008781141
X121,0.00087429024
X483,0.00086026033
X401,0.0008585555
X154,0.000851766
X220,0.00085111987
X411,0.0008335006
X53,0.00082551554
X434,0.0008187341
X405,0.0008181127
X402,0.0008100973
X449,0.00078460434
X56,0.0007803835
X33,0.00075794867
X120,0.000736093
X679,0.0007359167
X41,0.0007231318
X462,0.0007105734
X261,0.00070947537
X690,0.00069329696
X44,0.000690979
X391,0.0006844849
X35,0.0006683143
X533,0.00065389345
X123,0.0006439313
X146,0.0006311383
X484,0.0006279426
X471,0.0006260323
X700,0.00061377825
X729,0.0005757072
X269,0.00057288643
X233,0.00056303723
X722,0.00056088023
X728,0.0005423638
X601,0.0005341855
X627,0.0005321176
X203,0.00053194194
X400,0.0005290567
X17,0.00052520586
X79,0.0005135079
X359,0.00051122665
X194,0.0005063956
X531,0.00050097675
X534,0.00048483795
X326,0.00048293805
X317,0.0004755087
X473,0.00047064695
X43,0.00046790345
X429,0.0004639356
X602,0.0004621384
X505,0.000460386
X403,0.0004465704
X156,0.00043536222
X618,0.00043438445
X638,0.00043237203
X596,0.00042876165
X72,0.00042392896
X737,0.0004237319
X193,0.0004221245
X487,0.00039326982
X639,0.00038996837
X225,0.00038902866
X543,0.0003852226
X267,0.0003813907
X113,0.00037722194
X497,0.00037035093
X437,0.00036677404
X195,0.00036635087
X183,0.00035996578
X371,0.00035996424
X455,0.0003565943
X554,0.00035104487
X537,0.00033426838
X274,0.00032257737
X374,0.00031579906
X677,0.00031381013
X670,0.00031340448
X248,0.0003011704
X538,0.0002932522
X595,0.00029055914
X175,0.00028389972
X306,0.00027340982
X512,0.00026960883
X131,0.00026730067
X275,0.0002648484
X318,0.00026285014
X283,0.0002619425
X299,0.0002580017
X560,0.0002574867
X144,0.00025646295
X46,0.0002494575
X76,0.00024931208
X597,0.0002476094
X151,0.00024244911
X598,0.00024052229
X135,0.00023944827
X623,0.00023450365
X771,0.00023107846
X645,0.00022454819
X293,0.00021613458
X70,0.00019657267
X16,0.00019033169
X159,0.00018950098
X527,0.00018852304
X150,0.00018755825
X320,0.00018205127
X478,0.00017849785
X145,0.00015231916
X458,0.00014797469
X287,0.00014492006
X520,0.00014077607
X108,0.00014007726
X238,0.00013962411
X208,0.00013933239
X696,0.0001348424
X42,0.00012838998
X365,0.0001271391
X503,0.00012484532
X142,0.00011904531
X399,0.00011140604
X128,0.000111377056
X34,0.000108768225
X461,0.00010169714
X467,0.000101474456
X227,0.00010112369
X620,0.00010106915
X743,0.0001009185
X719,0.00010057232
X356,9.94619e-05
X281,9.923598e-05
X191,9.909521e-05
X396,9.694432e-05
X430,9.007974e-05
X134,8.818268e-05
X81,8.744592e-05
X479,8.64796e-05
X615,8.4488915e-05
X720,8.303674e-05
X231,7.944436e-05
X313,7.904828e-05
X692,7.593822e-05
X519,6.992393e-05
X52,6.868363e-05
X510,6.6255176e-05
X309,6.551144e-05
X358,6.5040134e-05
X707,6.221635e-05
X525,6.1588464e-05
X171,6.131104e-05
X247,6.122028e-05
X536,6.08166e-05
X55,6.0540704e-05
X454,6.0052836e-05
X265,5.533285e-05
X11,4.596899e-05
X746,4.540476e-05
X147,4.3010306e-05
X45,4.285811e-05
X496,4.131475e-05
X398,4.1240586e-05
X691,4.116431e-05
X101,4.051398e-05
X251,3.9648305e-05
X494,3.706266e-05
X701,3.691283e-05
X667,3.5042827e-05
X755,3.45801e-05
X635,3.402603e-05
X315,3.3295557e-05
X312,3.266187e-05
X15,3.167955e-05
X221,3.1050884e-05
X676,2.9249457e-05
X632,2.8896806e-05
X529,2.8741622e-05
X353,2.6110605e-05
X502,2.604102e-05
X492,2.589921e-05
X122,2.5654379e-05
X67,2.302891e-05
X545,2.2891389e-05
X662,2.056812e-05
X548,1.9985271e-05
X551,1.90221e-05
X109,1.8496368e-05
X245,1.6788314e-05
X307,1.6138945e-05
X348,1.5626878e-05
X207,1.5473517e-05
X476,1.5109253e-05
X199,1.507679e-05
X539,1.456352e-05
X447,1.4030404e-05
X625,1.3161736e-05
X493,1.2368327e-05
X663,1.0996089e-05
X446,1.0515677e-05
X694,1.0401957e-05
X196,9.696325e-06
X347,8.887516e-06
X517,8.553043e-06
X513,7.874889e-06
X61,7.2180133e-06
X65,7.0607625e-06
X258,6.3850202e-06
X518,6.268951e-06
X486,4.5956454e-06
X107,4.1385083e-06
X26,4.1068083e-06
X350,3.825808e-06
X388,3.5920648e-06
X485,3.3639074e-06
X394,3.226278e-06
X453,2.8302863e-06
X237,2.6406467e-06
X431,1.2937687e-06
X624,0.0
X202,0.0
X57,0.0
X705,0.0
X504,0.0
X495,0.0
X75,0.0
X273,0.0
X204,0.0
X725,0.0
X252,0.0
X176,0.0
X200,0.0
X349,0.0
X304,0.0
X528,0.0
X666,0.0
X250,0.0
X7,0.0
X631,0.0
X630,0.0
X369,0.0
X1,0.0
X229,0.0
X423,0.0
X355,0.0
X339,0.0
X744,0.0
X724,0.0
X99,0.0
X530,0.0
X636,0.0
X111,0.0
X689,0.0
X117,0.0
X5,0.0
X246,0.0
X697,0.0
X256,0.0
X395,0.0
X389,0.0
X514,0.0
X488,0.0
X433,0.0
X468,0.0
X100,0.0
X8,0.0
X390,0.0
X375,0.0
X360,0.0
X733,0.0
X669,0.0
X693,0.0
X641,0.0
X209,0.0
X18,0.0
X687,0.0
X259,0.0
X439,0.0
X308,0.0
X235,0.0
X236,0.0
X474,0.0
X6,0.0
X686,0.0
X668,0.0
X714,0.0
X747,0.0
X522,0.0
X660,0.0
X763,0.0
X459,0.0
X489,0.0
X448,0.0
X305,0.0
X717,0.0
X105,0.0
X392,0.0
X699,0.0
X54,0.0
X49,0.0
X748,0.0
X69,0.0
X241,0.0
X240,0.0
X593,0.0
X185,0.0
X10,0.0
X104,0.0
X66,0.0
X266,0.0
X770,0.0
X346,0.0
X397,0.0
X12,0.0
X310,0.0
X481,0.0
X718,0.0
X2,0.0
X406,0.0
X688,0.0
X257,0.0
X311,0.0
X98,0.0
X140,0.0
X322,0.0
X745,0.0
X511,0.0
X482,0.0
X661,0.0
X658,0.0
X328,0.0
X387,0.0
X715,0.0
X64,0.0
X594,0.0
X4,0.0
X672,0.0
X516,0.0
X149,0.0
X633,0.0
X637,0.0
X112,0.0
X234,0.0
X239,0.0
X316,0.0
X664,0.0
X721,0.0
X491,0.0
X230,0.0
X60,0.0
X673,0.0
X110,0.0
X665,0.0
X62,0.0
X141,0.0
X73,0.0
X63,0.0
X723,0.0
X659,0.0
X3,0.0
X351,0.0
X393,0.0
X490,0.0
X187,0.0
X184,0.0
X210,0.0
X190,0.0
X232,0.0
X254,0.0
X80,0.0
X716,0.0
X244,0.0
X255,0.0
X249,0.0
X634,0.0
X542,0.0
X469,0.0
X148,0.0
X58,0.0
X509,0.0
X314,0.0
X515,0.0
X260,0.0
X253,0.0
X206,0.0
