feature,mean_abs_shap
X392,0.0
X635,0.0
X471,0.0
X186,0.0
X744,0.0
X147,0.0
X117,0.0
X669,0.0
X700,0.0
X100,0.0
X389,0.0
X220,0.0
X8,0.0
X488,0.0
X388,0.0
X690,0.0
X446,0.0
X632,0.0
X512,0.0
X11,0.0
X755,0.0
X75,0.0
X67,0.0
X504,0.0
X243,0.0
X688,0.0
X467,0.0
X693,0.0
X27,0.0
X9,0.0
X686,0.0
X447,0.0
X626,0.0
X666,0.0
X653,0.0
X247,0.0
X670,0.0
X65,0.0
X53,0.0
X58,0.0
X477,0.0
X622,0.0
X459,0.0
X206,0.0
X494,0.0
X255,0.0
X469,0.0
X240,0.0
X231,0.0
X99,0.0
X723,0.0
X80,0.0
X513,0.0
X254,0.0
X10,0.0
X63,0.0
X663,0.0
X141,0.0
X151,0.0
X717,0.0
X745,0.0
X107,0.0
X310,0.0
X1,0.0
X524,0.0
X423,0.0
X229,0.0
X305,0.0
X213,0.0
X530,0.0
X631,0.0
X544,0.0
X641,0.0
X454,0.0
X45,0.0
X134,0.0
X259,0.0
X308,0.0
X176,0.0
X328,0.0
X658,0.0
X347,0.0
X64,0.0
X129,0.0
X482,0.0
X638,0.0
X363,0.0
X633,0.0
X149,0.0
X236,0.0
X495,0.0
X356,0.0
X4,0.0
X202,0.0
X260,0.0
X307,0.0
X233,0.0
X145,0.0
X719,0.0
X660,0.0
X496,0.0
X747,0.0
X486,0.0
X715,0.0
X399,0.0
X714,0.0
X257,0.0
X661,0.0
X102,0.0
X630,0.0
X252,0.0
X481,0.0
X691,0.0
X241,0.0
X142,0.0
X689,0.0
X251,0.0
X6,0.0
X453,0.0
X516,0.0
X677,0.0
X208,0.0
X517,0.0
X411,0.0
X724,0.0
X234,0.0
X692,0.0
X351,0.0
X3,0.0
X483,0.0
X263,0.0
X104,0.0
X16,0.0
X304,0.0
X209,0.0
X431,0.0
X239,0.0
X520,0.0
X273,0.0
X623,0.0
X265,0.0
X74,0.0
X531,0.0
X659,0.0
X316,0.0
X306,0.0
X491,0.0
X5,0.0
X101,0.0
X230,0.0
X110,0.0
X476,0.0
X7,0.0
X267,0.0
X18,0.0
X111,0.0
X26,0.0
X48,0.0
X103,0.0
