L1 Ratio,Best Alpha,Non-zero Coef,Train R²,Train Pearson,Val R²,Val Pearson,Val RMSE,Val MAE,Time (s)
0.05,0.28117686979742307,104,0.05485151964161783,0.2540379947733606,-0.0389763973763968,0.09219468800294796,1.0592650387044609,0.7174090347827051,78.07749557495117
0.1,0.15998587196060574,73,0.05368388046510031,0.24991565153462073,-0.039601013171810084,0.09264041762871814,1.059583397362747,0.7179030360461857,65.33005714416504
0.2,0.09102981779915217,59,0.05135077362717355,0.24426322417278584,-0.03695333468188533,0.0947612371341652,1.0582332521394224,0.7169204381385245,56.2419810295105
0.5,0.03906939937054617,45,0.05039980389893317,0.24118508003760067,-0.036962364729023145,0.09613860762980798,1.0582378598083628,0.7171625263512215,57.2787070274353
0.8,0.022229964825261943,47,0.05353218620741618,0.2457954963276731,-0.04460204479440932,0.09517725007247752,1.0621289184476397,0.7204547705648737,60.324941873550415
